,Region,Asalariados,Percepciones por persona,Salarios,Salario Medio Anual,year,smi
2572,Ceuta,3493,1.6,26582346,7610,2018,0.5-1
2573,Melilla,4160,1.73,31747843,7632,2018,0.5-1
2574,Total,2945961,1.57,38113707807,12938,2018,1-1.5
2575,Andalucía,526862,1.61,6767937155,12846,2018,1-1.5
2576,Aragón,87067,1.63,1129657565,12975,2018,1-1.5
2577,"Asturias, Principado de",58394,1.45,759531318,13007,2018,1-1.5
2578,"Balears,Illes",103943,1.57,1343079500,12921,2018,1-1.5
2579,Canarias,186242,1.49,2399309664,12883,2018,1-1.5
2580,Cantabria,37797,1.51,490251905,12971,2018,1-1.5
2581,Castilla - La Mancha,137103,1.6,1786147868,13028,2018,1-1.5
2582,Castilla y León,158026,1.52,2058770999,13028,2018,1-1.5
2583,Cataluña,481736,1.62,6231704489,12936,2018,1-1.5
2584,Extremadura,68406,1.52,889270403,13000,2018,1-1.5
2585,Galicia,180861,1.47,2350376351,12995,2018,1-1.5
2586,"Madrid, Comunidad de",439698,1.53,5712917377,12993,2018,1-1.5
2587,"Murcia, Región de",117274,1.63,1507803433,12857,2018,1-1.5
2588,"Rioja, La",21673,1.65,282133776,13018,2018,1-1.5
2589,Comunitat Valenciana,334569,1.55,4323533423,12923,2018,1-1.5
2590,Ceuta,2805,1.54,36171914,12896,2018,1-1.5
2591,Melilla,3506,1.61,45110667,12867,2018,1-1.5
2592,Total,2895234,1.34,51893196411,17924,2018,1.5-2
2593,Andalucía,452723,1.33,8096784878,17885,2018,1.5-2
2594,Aragón,103026,1.37,1851240141,17969,2018,1.5-2
2595,"Asturias, Principado de",56952,1.31,1021364950,17934,2018,1.5-2
2596,"Balears,Illes",100844,1.39,1802158332,17871,2018,1.5-2
2597,Canarias,154791,1.31,2763373653,17852,2018,1.5-2
2598,Cantabria,40385,1.29,727098297,18004,2018,1.5-2
2599,Castilla - La Mancha,153160,1.34,2735302516,17859,2018,1.5-2
2600,Castilla y León,175812,1.31,3149637357,17915,2018,1.5-2
2601,Cataluña,499635,1.41,9002675437,18019,2018,1.5-2
2602,Extremadura,62105,1.29,1106679000,17819,2018,1.5-2
2603,Galicia,192076,1.27,3435523481,17886,2018,1.5-2
2604,"Madrid, Comunidad de",438732,1.35,7875262212,17950,2018,1.5-2
2605,"Murcia, Región de",96576,1.35,1727327739,17886,2018,1.5-2
2606,"Rioja, La",24573,1.37,443488074,18048,2018,1.5-2
2607,Comunitat Valenciana,336947,1.31,6031191131,17900,2018,1.5-2
2608,Ceuta,3423,1.33,61883542,18079,2018,1.5-2
2609,Melilla,3474,1.42,62205671,17906,2018,1.5-2
2610,Total,1934959,1.25,44482749002,22989,2018,2-2.5
2611,Andalucía,269320,1.23,6188789624,22979,2018,2-2.5
2612,Aragón,75206,1.27,1729639284,22999,2018,2-2.5
2613,"Asturias, Principado de",43925,1.27,1009520807,22983,2018,2-2.5
2614,"Balears,Illes",58203,1.28,1331097205,22870,2018,2-2.5
2615,Canarias,81162,1.2,1859502697,22911,2018,2-2.5
2616,Cantabria,25982,1.23,596261563,22949,2018,2-2.5
2617,Castilla - La Mancha,88466,1.25,2032323766,22973,2018,2-2.5
2618,Castilla y León,110293,1.23,2531854300,22956,2018,2-2.5
2619,Cataluña,433800,1.27,9983533620,23014,2018,2-2.5
2620,Extremadura,34858,1.21,800267166,22958,2018,2-2.5
2621,Galicia,116391,1.21,2663317187,22883,2018,2-2.5
2622,"Madrid, Comunidad de",314931,1.27,7255858085,23040,2018,2-2.5
2623,"Murcia, Región de",55821,1.22,1282709789,22979,2018,2-2.5
2624,"Rioja, La",18325,1.25,421020515,22975,2018,2-2.5
2625,Comunitat Valenciana,200776,1.23,4623895262,23030,2018,2-2.5
2626,Ceuta,3536,1.19,81977944,23184,2018,2-2.5
2627,Melilla,3964,1.26,91180190,23002,2018,2-2.5
2628,Total,1271750,1.21,35910096393,28237,2018,2.5-3
2629,Andalucía,173228,1.2,4897259182,28271,2018,2.5-3
2630,Aragón,51458,1.21,1453017614,28237,2018,2.5-3
2631,"Asturias, Principado de",30219,1.21,852455935,28209,2018,2.5-3
2632,"Balears,Illes",32123,1.24,904661265,28162,2018,2.5-3
2633,Canarias,45059,1.17,1268067568,28142,2018,2.5-3
2634,Cantabria,16863,1.19,476580503,28262,2018,2.5-3
2635,Castilla - La Mancha,52251,1.22,1472451263,28180,2018,2.5-3
2636,Castilla y León,71664,1.2,2026477859,28277,2018,2.5-3
2637,Cataluña,291837,1.23,8227360922,28192,2018,2.5-3
2638,Extremadura,20960,1.19,593660472,28323,2018,2.5-3
2639,Galicia,69932,1.18,1976687894,28266,2018,2.5-3
2640,"Madrid, Comunidad de",236384,1.24,6687617371,28291,2018,2.5-3
2641,"Murcia, Región de",33789,1.19,951895768,28172,2018,2.5-3
2642,"Rioja, La",10899,1.19,307393128,28204,2018,2.5-3
2643,Comunitat Valenciana,131271,1.19,3707407135,28242,2018,2.5-3
2644,Ceuta,2070,1.18,58179025,28106,2018,2.5-3
2645,Melilla,1743,1.28,48923487,28069,2018,2.5-3
2646,Total,1038759,1.18,34641130434,33349,2018,3-3.5
2647,Andalucía,163109,1.17,5431812822,33302,2018,3-3.5
2648,Aragón,38086,1.18,1269760984,33339,2018,3-3.5
2649,"Asturias, Principado de",24084,1.16,802036526,33302,2018,3-3.5
2650,"Balears,Illes",24555,1.2,820702037,33423,2018,3-3.5
2651,Canarias,37968,1.15,1273124402,33532,2018,3-3.5
2652,Cantabria,14419,1.15,480572837,33329,2018,3-3.5
2653,Castilla - La Mancha,41236,1.19,1376104051,33371,2018,3-3.5
2654,Castilla y León,59592,1.17,1985609129,33320,2018,3-3.5
2655,Cataluña,216284,1.2,7217500659,33370,2018,3-3.5
2656,Extremadura,19727,1.2,658133739,33362,2018,3-3.5
2657,Galicia,57660,1.16,1918686417,33276,2018,3-3.5
2658,"Madrid, Comunidad de",198115,1.2,6611206508,33371,2018,3-3.5
2659,"Murcia, Región de",27439,1.16,915228663,33355,2018,3-3.5
2660,"Rioja, La",8066,1.17,268445748,33281,2018,3-3.5
2661,Comunitat Valenciana,104738,1.17,3488964991,33311,2018,3-3.5
2662,Ceuta,2037,1.15,68242525,33501,2018,3-3.5
2663,Melilla,1644,1.19,54998397,33454,2018,3-3.5
2664,Total,741711,1.17,28574658030,38525,2018,3.5-4
2665,Andalucía,109410,1.15,4215908147,38533,2018,3.5-4
2666,Aragón,23634,1.19,909792895,38495,2018,3.5-4
2667,"Asturias, Principado de",18334,1.14,707701095,38600,2018,3.5-4
2668,"Balears,Illes",17838,1.19,686179508,38467,2018,3.5-4
2669,Canarias,29810,1.14,1144098179,38380,2018,3.5-4
2670,Cantabria,10162,1.14,391378164,38514,2018,3.5-4
2671,Castilla - La Mancha,29252,1.15,1126682945,38516,2018,3.5-4
2672,Castilla y León,39538,1.15,1521588619,38484,2018,3.5-4
2673,Cataluña,164462,1.18,6334041776,38514,2018,3.5-4
2674,Extremadura,12522,1.23,482125102,38502,2018,3.5-4
2675,Galicia,36913,1.15,1423827145,38573,2018,3.5-4
2676,"Madrid, Comunidad de",149863,1.2,5777917376,38555,2018,3.5-4
2677,"Murcia, Región de",20254,1.15,780450180,38533,2018,3.5-4
2678,"Rioja, La",5541,1.14,213313257,38497,2018,3.5-4
2679,Comunitat Valenciana,70269,1.17,2707716347,38534,2018,3.5-4
2680,Ceuta,1973,1.15,76625499,38837,2018,3.5-4
2681,Melilla,1936,1.18,75311795,38901,2018,3.5-4
2682,Total,496535,1.17,21646708123,43596,2018,4-4.5
2683,Andalucía,70359,1.15,3064189208,43551,2018,4-4.5
2684,Aragón,15330,1.18,668580456,43613,2018,4-4.5
2685,"Asturias, Principado de",12635,1.12,551352401,43637,2018,4-4.5
2686,"Balears,Illes",12462,1.16,543342297,43600,2018,4-4.5
2687,Canarias,16341,1.14,711209270,43523,2018,4-4.5
2688,Cantabria,7385,1.13,321499214,43534,2018,4-4.5
2689,Castilla - La Mancha,19368,1.14,842658382,43508,2018,4-4.5
2690,Castilla y León,24735,1.16,1076198564,43509,2018,4-4.5
2691,Cataluña,110700,1.18,4826954014,43604,2018,4-4.5
2692,Extremadura,6727,1.24,292841942,43532,2018,4-4.5
2693,Galicia,24321,1.15,1060730898,43614,2018,4-4.5
2694,"Madrid, Comunidad de",109608,1.19,4786067068,43665,2018,4-4.5
2695,"Murcia, Región de",13166,1.14,573767540,43579,2018,4-4.5
2696,"Rioja, La",3755,1.15,163782619,43617,2018,4-4.5
2697,Comunitat Valenciana,46136,1.18,2010467783,43577,2018,4-4.5
2698,Ceuta,1760,1.12,76877894,43681,2018,4-4.5
2699,Melilla,1747,1.16,76188573,43611,2018,4-4.5
2700,Total,308264,1.19,15036834246,48779,2018,4.5-5
2701,Andalucía,39925,1.16,1947313057,48774,2018,4.5-5
2702,Aragón,9151,1.18,446239766,48764,2018,4.5-5
2703,"Asturias, Principado de",7038,1.15,343120441,48753,2018,4.5-5
2704,"Balears,Illes",7549,1.19,367924775,48738,2018,4.5-5
2705,Canarias,9016,1.17,439205209,48714,2018,4.5-5
2706,Cantabria,4082,1.15,198746928,48689,2018,4.5-5
2707,Castilla - La Mancha,10793,1.17,525513333,48690,2018,4.5-5
2708,Castilla y León,13943,1.19,679984756,48769,2018,4.5-5
2709,Cataluña,70948,1.19,3461577635,48790,2018,4.5-5
2710,Extremadura,3412,1.24,166529305,48807,2018,4.5-5
2711,Galicia,14103,1.17,687709445,48763,2018,4.5-5
2712,"Madrid, Comunidad de",79498,1.2,3880249775,48809,2018,4.5-5
2713,"Murcia, Región de",8015,1.17,390696655,48746,2018,4.5-5
2714,"Rioja, La",1972,1.15,96312519,48840,2018,4.5-5
2715,Comunitat Valenciana,26704,1.2,1302571903,48778,2018,4.5-5
2716,Ceuta,1104,1.14,53824650,48754,2018,4.5-5
2717,Melilla,1011,1.15,49314092,48778,2018,4.5-5
2718,Total,655559,1.19,40241803160,61385,2018,5-7.5
2719,Andalucía,80736,1.17,4932026237,61088,2018,5-7.5
2720,Aragón,19016,1.19,1165777987,61305,2018,5-7.5
2721,"Asturias, Principado de",13892,1.13,850853689,61248,2018,5-7.5
2722,"Balears,Illes",14703,1.18,904493573,61518,2018,5-7.5
2723,Canarias,20961,1.16,1286055405,61355,2018,5-7.5
2724,Cantabria,8042,1.17,492210050,61205,2018,5-7.5
2725,Castilla - La Mancha,19581,1.2,1192902824,60921,2018,5-7.5
2726,Castilla y León,29298,1.21,1786544069,60978,2018,5-7.5
2727,Cataluña,146535,1.21,9003369933,61442,2018,5-7.5
2728,Extremadura,7595,1.19,467082229,61499,2018,5-7.5
2729,Galicia,29475,1.19,1807511360,61324,2018,5-7.5
2730,"Madrid, Comunidad de",188000,1.19,11583066406,61612,2018,5-7.5
2731,"Murcia, Región de",14862,1.19,909965224,61228,2018,5-7.5
2732,"Rioja, La",4231,1.15,259139187,61248,2018,5-7.5
